instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
1522,empty_field,Oliver,0gp0ZGRj1Z8kwIenCGnN81,2,0.674,0.595,208004.0,0.783,0.000193,D,0.453,-9.314,Major,0.041,76.698,4-Apr,0.762,Movie
1523,Henri Salvador,Amour de Saint Tropez,7xyeX8rtmYeVEYDNOQY9pP,0,0.454,0.425,153027.0,0.407,5.24e-06,A,0.335,-7.058,Major,0.0274,97.363,4-Apr,0.246,Movie
1524,empty_field,Pizza Planet Rock,2iPTESocncak2Q45oXzKOG,7,0.0682,0.393,37653.0,0.37,0.612,D,0.165,-10.344,Major,0.045,116.058,4-Apr,0.141,Movie
1525,Irwin Kostal,Processional Waltz,4FUDWkguOUVpLRAVn5C20z,38,0.606,0.198,79053.0,0.214,0.693,C,0.0922,-12.16,Major,0.0332,?,3-Apr,0.253,Movie
1526,Pearl Bailey,For Every Man There's A Woman,3MEt5KPNRD7RpE8BnvJe6B,0,0.923,0.598,207089.221185372,0.126,9.7e-06,F,0.0995,-16.916,Minor,0.0368,120.294,4-Apr,0.622,Movie
1527,Sterling Holloway,Peter and the Wolf,5fcSKVSyxVBgxnigJPOcA2,13,0.889,0.478,207089.221185372,0.204,2.01e-06,C,0.203,-14.167,Major,0.31,85.014,4-Apr,0.294,Movie
1528,Audra McDonald,Baltimore,6pHJKVad6mRgE3MYVlvM65,18,0.828,0.524,282267.0,0.262,0.0,B,0.105,-11.384,Major,0.0718,?,4-Apr,0.37,Movie
1529,Cliff Edwards,Six Women and Henry Viii,03cWxKAvzZukiyblT0b0nQ,2,0.837,0.637,182139.0,0.379,0.0,D#,0.348,-10.446,Major,0.467,119.86,4-Apr,0.47,Movie
1530,empty_field,Mangalaarathi,1VAKLbzRWNgVb8eVK0B28z,0,0.515,0.847,207089.221185372,0.485,0.0,A#,0.119,-7.587,Major,0.0391,115.015,1-Apr,0.648,Movie
1531,Judy Kuhn,Stoney End,63Hf7nmtwEfM1qSmX7HefP,31,0.786,0.496,205200.0,0.289,0.0,B,0.16,-10.959,Major,0.0382,113.514,4-Apr,0.29,Movie
1532,Chorus,On the Sundy Beach (Kato Sto Gyalo Stin Ammo),61jnrkPHpLumBf1kqGpRRt,0,0.0186,0.509,207089.221185372,0.612,0.000575,E,0.156,-11.357,Major,0.0397,115.095,4-Apr,0.653,Movie
1533,The Never Land Pirate Band,"Jake and the Never Land Pirates (Main Title) - From ""Jake and the Never Land Pirates""",2WND4rEfpeAWE0T9Cqqrgw,20,0.458,0.668,59000.0,0.592,0.0,B,0.135,-9.93,Minor,0.0968,152.878,4-Apr,0.862,Movie
1534,Mel Gibson,Funny How Time Slips Away,7qrqQjdaJalneb5T62e21z,1,0.179,0.381,207089.221185372,0.634,0.00035,F,0.142,-7.6,Major,0.0286,69.323,4-Apr,0.548,Movie
1535,empty_field,La Hija De La Luna,5POEFQCKtD0QxYLfZ2kqEx,8,0.164,0.817,208093.0,0.924,1.52e-06,B,0.118,-3.274,Minor,0.0878,?,4-Apr,0.965,Movie
1536,Alan Menken,Escape from the West Wing / Wolf Attack - Remastered 2018,3inSmIa388icRdpDi5ecJd,14,0.807,0.209,207089.221185372,0.141,0.0946,A,0.255,-17.885,Major,0.0334,82.564,4-Apr,0.0397,Movie
1537,Randy Newman,Don't Come Back - Score,6kmZHZwoWGSqCqZzLepcYG,13,0.939,0.203,67600.0,0.0548,0.968,D,0.226,-28.057,Minor,0.039,68.233,4-Apr,0.0391,Movie
1538,Alan Menken,"Battle On The Tower - From ""Beauty and the Beast""/Score",4Bc6OhAZrdA46uKmoVBICY,35,0.727,0.259,328827.0,0.391,0.345,C,0.0786,-12.141,Major,0.0331,151.854,4-Apr,0.19,Movie
1539,Idoles De La Musique,Ca N'Finira Jamais,0S6PypPqnAtBGFQ4etyo15,2,0.0854,0.384,221490.0,0.787,0.0,F,0.085,-7.466,Major,0.0305,92.656,4-Apr,0.387,Movie
1540,empty_field,"Albator, le corsaire de l'espace - Générique",1aoayi4YfqZTNbvRFOkooV,4,0.0987,0.683,132627.0,0.638,0.000865,B,0.294,-14.612,Minor,0.0336,133.716,4-Apr,0.644,Movie
1541,Idina Menzel,Gorgeous - Gabriel Diggs' Perfect 10 Remix,4FjPJhlEIWB9QVKFTc78Nn,1,0.546,0.66,413213.0,0.809,0.00371,C#,0.0986,-5.992,Minor,0.0878,129.993,4-Apr,0.297,Movie
1542,empty_field,Hanuman Mahamantra,3wwO0kUiwpyzHdkMNoifLR,8,0.981,0.242,170000.0,0.192,0.0,G#,0.0717,-9.27,Major,0.0329,177.24,5-Apr,0.391,Movie
1543,Marcel Boungou,Oui je le vois - Live,7fffRtECtDOektHCqXqvoB,5,0.443,0.344,203147.0,0.64,0.0,D#,0.0964,-7.066,Major,0.0619,115.889,4-Apr,0.154,Movie
1544,Irwin Kostal,"The Nutcracker Suite, Op. 71A, Dance of the Sugar Plum Fairy - Irwin Kostal Re-Record 1982",7Hbvj74FO8gJSCSh4Ada8i,13,0.938,0.179,162707.0,0.00854,0.266,D,0.0962,-33.141,Major,0.0322,?,4-Apr,0.0562,Movie
1545,empty_field,Put On A Happy Face,7eTSx7CGpEaBvsLCsTStUt,27,0.906,0.464,200120.0,0.227,0.0787,A,0.0773,-16.243,Major,0.0701,172.428,4-Apr,0.725,Movie
1546,Debbie Davis,Mama Goes Where Papa Goes,5nvS1vouQkX0HxOohfqCoS,6,0.667,0.72,170147.0,0.522,0.00458,G,0.335,-7.465,Minor,0.0384,127.167,4-Apr,0.88,Movie
1547,Donny Osmond,Deep Purple,5h1Gi50T9QxVfzvIF8vciC,15,0.592,0.56,167267.0,0.513,0.0,G,0.224,-10.659,Major,0.0346,133.219,4-Apr,0.579,Movie
1548,Martin & les fées,"La vision des fées (Paul Ventimila, Véronique Jannot, Julie Zenatti, Sara Carreira, Lorie Pester & Lisa Angell)",1xXgefPuqXk7j8xar0M4yQ,2,0.392,0.647,116053.0,0.289,0.0,G#,0.125,-13.363,Major,0.446,?,3-Apr,0.73,Movie
1549,Larry Groce,The Fly and the Flea,1HfPcQ3c2HyGeID3u1lmCa,3,0.314,0.668,114680.0,0.411,0.0,D#,0.192,-16.726,Major,0.0332,120.444,4-Apr,0.916,Movie
1550,empty_field,"Quand on prie la bonne étoile - Extrait de ""Pinocchio""",55YCvXbVOdQZWK1eTznmHE,27,0.946,0.389,150840.0,0.0993,0.0,C,0.0862,-13.073,Major,0.0363,179.432,4-Apr,0.399,Movie
1551,empty_field,You Turn Me On Like A Radio,1pPruJPGe5KHjKXRT7CPhw,2,0.389,0.802,229400.0,0.591,4.7e-06,C#,0.148,-7.64,Minor,0.0324,?,4-Apr,0.407,Movie
1552,Lea Salonga,Matud Nila,6PI2CNvpsv3k2ofK6cq42N,9,0.924,0.319,207089.221185372,0.372,2.65e-05,E,0.118,-8.248,Major,0.0387,?,5-Apr,0.19,Movie
1553,Donny Osmond,A Million To One,3zqwPSkkXJfEYzsTjzvYe9,6,0.592,0.175,167813.0,0.55,0.0,D#,0.314,-8.16,Minor,0.0475,76.904,4-Apr,0.304,Movie
1554,Anika Noni Rose,Gift of Light (The Statue of Liberty-Ellis Island Foundation Charity Release) (feat. Gay Marshall),3yQuFakjbjEF6nanm7anyN,32,0.569,0.412,220636.0,0.214,1.84e-06,B,0.121,-14.105,Minor,0.0308,112.411,4-Apr,0.115,Movie
1555,Chorus,Morning Gayatri Mantra,5hxLWaKnaDQ2f0NdGuV0Ch,0,0.975,0.284,207089.221185372,0.113,0.0,D,0.119,-10.612,Major,0.0437,75.338,4-Apr,0.358,Movie
1556,Liz Callaway,"My Heart Is so Full of You (From ""The Most Happy Fella"")",0Wwzm80Zcb5RHLtKRQpzqt,31,0.635,0.106,416973.0,0.197,0.000543,F#,0.0656,-14.355,Major,0.0391,61.039,4-Apr,0.0585,Movie
1557,Lorie,Ange et demon - Live,5k02Wjsu2MdpF3c9VFQD0k,3,0.2,0.715,281693.0,0.957,2.64e-06,D,0.936,-4.611,Minor,0.052,?,4-Apr,0.683,Movie
1558,Randy Newman,"Ray Laid Low - From ""The Princess and the Frog""/Score",6fpnHGeOWdw4nH0DSpmxbV,30,0.913,0.158,207089.221185372,0.143,0.0719,C,0.151,-17.068,Minor,0.0389,74.631,4-Apr,0.0371,Movie
1559,Ken Page,Feeling Good,6J7cSyvSCnPwv3vqHchEfL,1,0.491,0.337,247533.0,0.638,0.0,D,0.908,-5.04,Major,0.079,129.289,3-Apr,0.211,Movie
1560,Riders In The Sky,Harmony Ranch,0R5nPSbAqQoNjKBByWnN95,3,0.491,0.588,145627.0,0.461,0.0,C,0.0653,-11.5,Major,0.111,172.751,4-Apr,0.849,Movie
1561,Mandy Gonzalez,Sunrise,4hrKeswQV5QObE9SpTM6Ai,48,0.77,0.389,248547.0,0.143,2.82e-05,G,0.136,-14.065,Major,0.0411,113.01,4-Apr,0.13,Movie
1562,empty_field,"L'oasis (par Véronique Jannot, Paul Ventimila & Idir)",1w9PLJML79buPhA7cZIdIX,2,0.291,0.568,226360.0,0.201,0.0,A,0.298,-18.644,Minor,0.871,82.125,4-Apr,0.51,Movie
1563,Chorus,Jeevinchu Chunnadi,6vc2Jq2vaGu8z326kSrw92,0,0.785,0.423,374773.0,0.646,0.00374,C,0.176,-10.251,Major,0.0922,175.622,4-Apr,0.782,Movie
1564,Judy Kuhn,Dance Me to the End of Love,3cT4qBmfF2YrdsjqakDmgu,7,0.762,0.659,272707.0,0.238,0.0,A,0.101,-12.604,Minor,0.0373,118.941,4-Apr,0.249,Movie
1565,Idina Menzel,Life Of The Party,6lbLn5iL2NBJnbib7bTXMn,16,0.738,0.54,336587.0,0.74,0.0,G,0.96,-6.311,Major,0.503,123.012,4-Apr,0.424,Movie
1566,Larry Groce,My Songbird,5geeTRRcsIg0MS5TvtBtHU,0,0.969,0.385,212307.0,0.148,6.66e-06,D#,0.184,-12.277,Major,0.0334,?,4-Apr,0.351,Movie
1567,L5,Maniac,1zsv3SI1GqYvrj7zhva1tK,21,0.000445,0.582,244747.0,0.868,1.31e-05,F,0.137,-4.8,Minor,0.0428,158.953,4-Apr,0.706,Movie
1568,Hélène Ségara,Et si tu n'existais pas,7lSDCrF11sdTVfjbAQVZE8,42,0.0489,0.564,215133.0,0.731,0.000162,B,0.0863,-4.318,Minor,0.0288,97.97,4-Apr,0.153,Movie
1569,Julie Andrews,Intermission Medley: (A) Thoroughly Modern Millie (B) Jimmy (C) Jewish Wedding Song (D) Baby Face,00Le8soPbjYT0TxmXflHmi,14,0.962,0.345,224467.0,0.344,2.58e-06,D#,0.326,-14.034,Major,0.0496,97.634,4-Apr,0.553,Movie
1570,Charlton Heston,Glendaural Highlanders,5hF2LnbkpnXCkksMSeWcxZ,1,0.566,0.209,65560.0,0.252,0.909,F,0.272,-16.574,Major,0.0392,?,4-Apr,0.145,Movie
1571,Lillias White,Dream Girls - One Night Only - Mama Will Provide,3F30pC9tpbW7PWLOyrR0ji,15,0.629,0.575,278853.0,0.492,0.0,F,0.764,-10.404,Major,0.486,?,4-Apr,0.676,Movie
1572,Leopold Stokowski,"Fugue in G Minor (The Shorter), BWV 578",4BH6AYJ1aIPPTk6l1oMIY7,2,0.968,0.211,256023.0,0.0183,0.971,G,0.187,-23.129,Minor,0.0484,67.689,4-Apr,0.373,Movie
1573,empty_field,The Riddle,0tYEsmdrsv5Fi3UOn58bou,29,0.795,0.511,207089.221185372,0.436,0.0,F,0.111,-10.512,Major,0.0375,110.066,3-Apr,0.48,Movie
1574,Daniel Lavoie,Tout seul dans la forêt,2oiGTQHgT4tJY99y9mhcsx,5,0.711,0.737,172200.0,0.367,8.9e-06,F,0.393,-14.965,Major,0.0412,119.994,4-Apr,0.344,Movie
1575,empty_field,Good Ole Boys Like Me,1emvYBqAWFPpFUQyhBG9He,0,0.57,0.599,267627.0,0.399,0.0,D,0.0793,-9.606,Major,0.0247,?,4-Apr,0.388,Movie
1576,Cliff Edwards,"Stop, Look and Listen",7MaHXpVscjnMXpPDB3SNFM,1,0.791,0.693,207089.221185372,0.358,0.0,D#,0.105,-10.383,Major,0.323,?,4-Apr,0.955,Movie
1577,Francis Lalanne,Elle est toute seule - Live,60dv2hGdXopAodNvBzCGib,5,0.256,0.345,207089.221185372,0.521,0.0,G,0.929,-9.883,Major,0.128,99.339,1-Apr,0.356,Movie
1578,empty_field,Je mets les voiles,59Djq0zGIu8HDZ8QXs2oiz,0,0.547,0.581,245733.0,0.676,0.0,G,0.0923,-6.202,Minor,0.279,204.045,4-Apr,0.398,Movie
1579,Chorus,Beautiful Kashmir,5VZRxS6IEnSQP2D2seWZo7,0,0.962,0.551,207089.221185372,0.285,0.000958,G,0.28,-13.49,Major,0.0556,115.473,4-Apr,0.64,Movie
1580,Francois Le Roux,Ma muse,2F4o0FFt9IUQjsP0slseov,0,0.734,0.497,254947.0,0.39,0.000139,C,0.383,-9.513,Minor,0.0372,64.089,4-Apr,0.468,Movie
1581,Liz Callaway,My Heart Is So Full Of You,4E7Pl9OOVbQrwjvEj4FknY,4,0.936,0.299,362133.0,0.12,0.000913,F#,0.665,-21.409,Major,0.0527,86.208,4-Apr,0.0735,Movie
1582,Dorothée,La légende de Saint-Nicolas,1LcTib4AjByZaYljBtzwJZ,0,0.892,0.473,140333.0,0.204,0.0,A,0.1,-13.793,Minor,0.0517,99.547,4-Apr,0.628,Movie
1583,Idina Menzel,This Day / Walking by a Wedding,47ynbmBlZAY17ETU9qOynx,24,0.832,0.489,320933.0,0.435,0.0,E,0.488,-8.988,Major,0.04,102.462,1-Apr,0.499,Movie
1584,Randy Newman,Sulley Scares Boo,6VpZPamA66UQU9QQ9G2K1b,23,0.953,0.228,68760.0,0.169,0.0378,B,0.127,-21.094,Major,0.0416,78.82,4-Apr,0.0377,Movie
1585,Cliff Edwards,In the Gloaming,0xLCa6dp0wmDUhkDGKzDpv,19,0.976,0.607,144775.0,0.167,0.00822,A#,0.198,-16.874,Major,0.057,144.922,4-Apr,0.504,Movie
1586,Chorus,Ymeneos / Epinikia (Nuptial and Victorious Anthem),5yobzuQqXAmFVH1sOgyBFt,0,0.645,0.639,213213.0,0.658,1.1e-05,D,0.0624,-6.141,Minor,0.0263,129.977,4-Apr,0.599,Movie
1587,Paige O'Hara,Belle,50KB8jb3nPKQ9T9rLox8BA,34,0.829,0.558,308147.0,0.31,0.0,C,0.283,-16.159,Major,0.135,?,4-Apr,0.415,Movie
1588,Oliver Wallace,A Serpent!,5kwAIpUBwhmiBpsJlcMgO1,23,0.898,0.286,69400.0,0.0753,0.0643,D#,0.0871,-16.119,Major,0.0452,179.428,3-Apr,0.133,Movie
1589,Olivier Cantore,Premier Baiser D'amour,3PvQYnfxYSzLtBc0xkOcLo,4,0.947,0.241,259173.0,0.209,6.25e-05,G#,0.215,-14.017,Major,0.0341,137.182,3-Apr,0.193,Movie
1590,Debbie Davis,Little Broken Wing,5F4KzM1AbCzvlqdJB7s7ET,1,0.366,0.518,210227.0,0.353,0.00256,G,0.107,-9.65,Major,0.0259,91.004,4-Apr,0.391,Movie
1591,Jim Cummings,Gonna Take You There,50yYKk1o3W8Tp7skWT2AKv,15,0.416,0.683,104027.0,0.897,0.0,A,0.121,-6.81,Major,0.0826,107.515,3-Apr,0.659,Movie
1592,Randy Newman,Political Science,73U5FkSPkh1JTIJMFq8Nes,22,0.96,0.539,122733.0,0.253,0.00141,D#,0.134,-9.929,Major,0.0442,90.729,3-Apr,0.327,Movie
1593,Chorus,Thandeye Oh,0exOxvY3iHsmAnGHiJYAZq,0,0.876,0.468,259000.0,0.642,0.000381,G,0.177,-9.841,Minor,0.0408,111.132,4-Apr,0.758,Movie
1594,Chorus,Baa Baaro - Bit,3oWtUqMkeDjjc3As6cMiBt,0,0.848,0.44,207089.221185372,0.402,0.000104,E,0.0869,-10.244,Major,0.0375,79.426,4-Apr,0.555,Movie
1595,Idina Menzel,I'll Stand by You,2hc6fCrA3pmmh4EJtzMBs9,42,0.221,0.511,225878.0,0.747,0.0,G,0.0743,-5.132,Major,0.0411,133.762,4-Apr,0.391,Movie
1596,Henri Salvador,Le Portrait de tante Caroline,4YkX9Qiys9ICKCpio9jTpc,0,0.987,0.672,143147.0,0.0104,3.58e-05,B,0.0829,-18.346,Major,0.0906,119.483,3-Apr,0.487,Movie
1597,Frank Churchill,Queen Theme,1IHDXQRwKiBmAjWLzOrIpc,14,0.565,0.211,44640.0,0.0639,0.923,D#,0.195,-27.721,Major,0.0354,80.255,4-Apr,0.122,Movie
1598,empty_field,"Listen With Your Heart - Pt. 2 - From ""Pocahontas""/Soundtrack Version",0BqXdbtuLSb67OAqsYwgrO,40,0.957,0.177,166320.0,0.091,0.333,G,0.117,-25.8,Minor,0.0441,68.713,5-Apr,0.0661,Movie
1599,Lorie,Près de moi - Live,7JSXlBU5IXvtDJMoJDyiBc,9,0.1,0.542,258187.0,0.97,0.0,F,0.974,-3.343,Major,0.0511,104.018,4-Apr,0.418,Movie
1600,Bruce Broughton,"Fanfares, Marches, Hymns & Finale: Hymns",0tgvLHWXtux0AIyBLTciJk,2,0.982,0.144,378392.0,0.0143,0.927,F,0.0609,-23.883,Major,0.0411,68.506,3-Apr,0.0359,Movie
1601,Leopold Stokowski,"Come, Sweet Death, From Geistliche Gesänge No. 40, BWV 478",4T10Ts9Btb1QL89cAO3pq6,11,0.864,0.129,323507.0,0.0723,0.884,D#,0.107,-24.159,Major,0.044,63.952,4-Apr,0.0351,Movie
1602,Daniel Levi,A quoi ça sert,2a12SzReXlzO62ZLYd5JqX,9,0.89,0.367,269240.0,0.183,0.0,G,0.116,-12.407,Minor,0.0376,88.852,4-Apr,0.204,Movie
1603,empty_field,It's Our Job,75ls0gurX68lUmMjE7QcsE,14,0.687,0.71,156827.0,0.421,0.0,F,0.153,-10.096,Major,0.274,179.79,4-Apr,0.758,Movie
1604,Alan Menken,"Kingdom Dance - From ""Tangled""/Score",3Ebx0u11tj5uIZVyxEIh3a,48,0.0904,0.239,207089.221185372,0.614,0.403,E,0.129,-9.819,Major,0.0773,155.658,3-Apr,0.47,Movie
1605,Leigh Harline,Off to School,3vQBa96K8mm7mPU0qExlZW,19,0.964,0.39,258320.0,0.175,0.787,A#,0.243,-15.224,Major,0.0395,122.379,4-Apr,0.294,Movie
1606,Randy Newman,The Big Scare,3U1ebcYLCZGhXUefbLM80m,21,0.858,0.288,182053.0,0.289,0.904,C,0.183,-12.134,Major,0.0627,134.423,4-Apr,0.0363,Movie
1607,Céline Languedoc,Jardin d'eden,7raciFPVU5VuHmqVbw2c1h,0,0.847,0.574,249120.0,0.378,0.00279,B,0.104,-9.777,Major,0.0393,112.027,5-Apr,0.187,Movie
1608,Richard M. Sherman,Penguin Dance,12eMQUn2GzfsfsQLH53M19,23,0.754,0.664,139547.0,0.344,0.000172,G,0.0835,-15.935,Major,0.219,137.011,4-Apr,0.84,Movie
1609,Le Club des Juniors,Embrasse-moi Lucile,758wEKVqfYopJIHYWdLVd4,8,0.23,0.6,207089.221185372,0.574,0.0,F,0.269,-7.853,Major,0.0305,146.367,4-Apr,0.723,Movie
1610,Henri Salvador,Va T'en Vite Mon Amour - Remastered,0CsMyYqXKbdznGEXSjSroo,3,0.369,0.336,129907.0,0.498,3.68e-06,F,0.204,-7.513,Major,0.035,109.811,4-Apr,0.363,Movie
1611,Chorus,Aayen Panchi Aahaa,4P4V9JQhiQEP9hr4U33lEY,0,0.534,0.57,226267.0,0.445,0.0,E,0.222,-12.567,Major,0.0367,119.059,4-Apr,0.732,Movie
1612,Riders In The Sky,Hey Howdy Hey,1z3URfQ4jYzrFmStzUu20i,13,0.481,0.829,123693.0,0.416,0.0,G,0.129,-10.981,Major,0.204,117.388,4-Apr,0.72,Movie
1613,Paul J. Smith,Queen Theme,71Gh7cdysiQNyuOLyzcCB2,24,0.64,0.204,44640.0,0.0757,0.827,D,0.228,-27.495,Minor,0.0358,88.394,4-Apr,0.198,Movie
1614,Disney Studio Chorus,"Winnie the Pooh - From ""Winnie the Pooh and the Honey Tree""",03IfZm2ozT8l2RPBdUjoGv,39,0.838,0.472,138653.0,0.231,0.0,F,0.351,-11.708,Major,0.0396,70.495,3-Apr,0.442,Movie
1615,Liz Callaway,A Child Is Born,0TQ5nIVC1ILlBnbUl0x2bR,2,0.898,0.414,132307.0,0.0784,1.09e-05,D,0.113,-18.263,Major,0.0408,78.455,3-Apr,0.164,Movie
1616,Hélène Ségara,Perche lo faï,0W3WLmOaGni55KIZKDx7Zq,33,0.684,0.481,275467.0,0.422,1.24e-06,A,0.103,-8.146,Minor,0.0304,115.139,4-Apr,0.126,Movie
1617,empty_field,Roulé Boulé,0chbjYlLijUaqOSQlvn0ii,3,0.022,0.639,177480.0,0.543,0.000675,C,0.125,-11.696,Major,0.0312,?,4-Apr,0.569,Movie
1618,empty_field,That Time of Year,2dYbi3CYZL2wp3CoQ9i1II,41,0.652,0.586,207089.221185372,0.432,0.0,F#,0.0916,-6.531,Major,0.0833,?,4-Apr,0.805,Movie
1619,Donny Osmond,Take Good Care Of My Baby,1RDJFOKgTJVyRhgXH4p3uJ,6,0.457,0.694,196867.0,0.605,8.61e-05,A,0.105,-4.383,Major,0.0514,122.05,4-Apr,0.689,Movie
1620,empty_field,Allons chanter avec Mickey (JSR Remix 2002),7FX3ZWE70VRjsprg5oeECc,1,0.0033,0.799,193987.0,0.726,0.000502,A#,0.0882,-5.565,Major,0.0445,129.971,4-Apr,0.871,Movie
1621,Karine Costa,Lui,2N2QYANz84q0gQrWp4QTg8,4,0.506,0.472,207089.221185372,0.425,0.0,C,0.114,-7.879,Major,0.0291,133.477,4-Apr,0.104,Movie
1622,Idina Menzel,Heaven Help My Heart,4f0TgSdnS7RvpPgzlTJtyJ,15,0.842,0.31,230600.0,0.375,9.13e-05,D,0.526,-11.816,Major,0.0948,93.106,3-Apr,0.209,Movie
1623,Terry Mann,Where's the Girl?,7qP4HBMVQBRmrlFhS7BG9E,27,0.846,0.345,199645.0,0.262,1.15e-05,G#,0.114,-12.306,Minor,0.0345,?,4-Apr,0.181,Movie
1624,Bernard Minet,Sharivan,4ZOyVR7xUwi9iVQlUQsAGe,3,0.308,0.521,72613.0,0.885,0.00946,D,0.332,-6.087,Minor,0.0329,140.426,4-Apr,0.896,Movie
1625,empty_field,J'ai vidé ma valise,5RYTpsSI7op7UZznXWqhIP,0,0.334,0.84,148867.0,0.557,0.0,G,0.181,-14.391,Major,0.0407,?,4-Apr,0.967,Movie
1626,Chantal Goya,Les 3 joyeux pieds nickelés (JSR Remix 2002),4ptSL1o2pRgNvrC4wsN1Pl,2,0.0226,0.781,207089.221185372,0.878,1.13e-06,A#,0.808,-3.429,Major,0.0682,130.023,4-Apr,0.944,Movie
1627,empty_field,L'accalmie,3ZE2DzQEXmscm3QI04NzUl,1,0.197,0.484,229280.0,0.676,1.64e-06,C,0.113,-6.241,Minor,0.0408,?,4-Apr,0.796,Movie
1628,Henri Salvador,Sherry,6BOO8QBkSJG8T7WoZsgOLC,0,0.309,0.586,157387.0,0.569,0.0,E,0.143,-7.806,Minor,0.0322,120.736,4-Apr,0.941,Movie
1629,Lea Salonga,Something More,6SBiD1P4Dbo4sTxXB9umZX,29,0.949,0.144,272787.0,0.232,0.0108,A,0.0859,-12.133,Major,0.037,63.225,4-Apr,0.119,Movie
1630,Randy Newman,The Chase,3dzi1yJbrxUaPS3yjn9SgV,14,0.995,0.617,43173.0,0.0622,0.9,F,0.107,-19.912,Minor,0.083,112.019,3-Apr,0.439,Movie
1631,Pearl Bailey,A Foggy Day,3OeQl1CTURzhwzd5R4KWrf,1,0.798,0.661,167307.0,0.0403,0.00301,F,0.103,-23.671,Major,0.0442,127.987,4-Apr,0.398,Movie
1632,George Bruns,"A Fairy Tale Come True - From ""Sleeping Beauty""/Score",1nX9KhK3Fff27SnrIor2Yb,27,0.922,0.195,168560.0,0.183,0.944,B,0.283,-17.409,Major,0.0364,136.975,4-Apr,0.064,Movie
1633,Richard M. Sherman,Winnie The Pooh,3LHcg1KHv3BL3DMBpNmgdR,26,0.961,0.366,196227.0,0.202,0.187,F,0.194,-12.378,Major,0.0407,146.434,4-Apr,0.165,Movie
1634,empty_field,Fairies To the Rescue / Bacchanal,0cPFDJKfL1CRsIirnN3mgW,8,0.922,0.33,207089.221185372,0.246,0.632,F,0.123,-18.652,Major,0.0387,128.04,4-Apr,0.118,Movie
1635,Daniel Levi,Les Anges,6p5oyiuAmfNdm526xamHxf,3,0.0425,0.513,254093.0,0.72,0.0,G,0.12,-7.664,Minor,0.0442,173.985,4-Apr,0.804,Movie
1636,Cliff Edwards,Give It to Mary With Love,48777AboKgh2UsZbR21bDC,0,0.992,0.687,171880.0,0.403,1.21e-06,F,0.383,-12.763,Major,0.0743,?,4-Apr,0.719,Movie
1637,Randy Newman,Feels Like Home - Live,1JvGjHoDwbekZ9lNVzH0GH,11,0.913,0.291,305627.0,0.327,0.000516,F,0.473,-13.65,Major,0.0606,92.248,4-Apr,0.369,Movie
1638,Daniel Lavoie,Mes longs voyages,0UPqBzUpnUSYt22Nmaido2,13,0.902,0.459,268493.0,0.22,0.0,C#,0.106,-13.83,Major,0.0766,127.479,4-Apr,0.192,Movie
1639,empty_field,Il pleut bergère,1KeZgPUr54C8iz3FjqzVoz,0,0.951,0.412,135893.0,0.107,0.00181,C,0.131,-18.174,Major,0.0425,182.603,3-Apr,0.469,Movie
1640,Rachel Pignot,"Sifflez en travaillant - De ""Blanche Neige et les Septs Nains""/Bande Originale Française du Film",4qZavYhWnmA1QHExoar3C6,17,0.922,0.768,207867.0,0.268,0.091,G,0.082,-13.056,Major,0.0432,?,4-Apr,0.814,Movie
1641,Dorothée,Avec une chanson,52C7YvqXdiIHD9qLK5SHrr,2,0.261,0.73,207089.221185372,0.671,0.000349,C,0.0568,-11.135,Major,0.0367,?,4-Apr,0.985,Movie
1642,Henri Salvador,"Emilie Jolie, le conteur & le lapin bleu, Pt. 2",0EQ46ZEXFGXkQ4rXQ9Kcya,16,0.273,0.429,207089.221185372,0.463,0.0,A#,0.312,-19.687,Minor,0.873,171.312,3-Apr,0.169,Movie
1643,Larry Morey,"The Meadow / Bambi Sees Faline / Bambi Gets Annoyed - From ""Bambi""/Score",6r9gskUHqOtP5rivvZuyEy,19,0.82,0.278,295827.0,0.116,0.0651,A,0.442,-20.561,Major,0.0435,80.13,3-Apr,0.358,Movie
1644,Léovanie Raud,A-t-on jamais vu ça?,4FRi3xzPErSHYi15NHWOvd,31,0.801,0.522,262640.0,0.394,0.0,G#,0.34,-11.344,Major,0.11,116.439,4-Apr,0.462,Movie
1645,Cliff Edwards,Orange Blossom Time,5Anh8jULgeUgciLHCR25Mk,1,0.942,0.239,176640.0,0.2,9.91e-05,D#,0.165,-15.089,Major,0.04,169.685,3-Apr,0.326,Movie
1646,Richard M. Sherman,Chitty Chitty Bang Bang: Chitty Chitty Bang Bang,5Ax6c7NX0oseLOF5N8N9cT,37,0.636,0.738,207089.221185372,0.282,0.0,C,0.332,-14.913,Major,0.438,116.677,4-Apr,0.75,Movie
1647,Bruno Pelletier,L'appel aux toujours,0WBGqAJtJg6g5tdJTpcGTX,5,0.631,0.627,229000.0,0.264,0.000128,C,0.106,-13.111,Minor,0.034,77.973,4-Apr,0.361,Movie
1648,Chorus,Kaapi,384TqRlwlMfeUAODhXfF3O,0,0.863,0.543,207089.221185372,0.603,0.0,G#,0.0514,-7.774,Major,0.0612,90.033,4-Apr,0.773,Movie
