popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre,time_signature_encoded,key_encoded,mode_encoded
32,0.629,0.6,410040,0.484,0.00215,0.883,-10.673,0.0278,111.291,0.578,Blues,2,10,0
45,0.634,0.341,201867,0.263,0.0,0.121,-12.011,0.0288,150.17,0.377,Blues,1,8,0
54,0.516,0.398,567973,0.266,0.0165,0.218,-14.661,0.0396,81.045,0.25,Blues,2,2,1
34,0.0128,0.555,225413,0.803,0.00497,0.111,-4.852,0.035,118.056,0.536,Blues,2,7,0
52,0.0546,0.587,291400,0.874,0.000452,0.0511,-3.597,0.0544,95.017,0.469,Blues,2,5,0
30,0.0872,0.542,192600,0.845,3.96e-05,0.587,-7.459,0.0423,122.525,0.76,Blues,2,7,1
34,0.00308,0.49,178880,0.917,0.0,0.186,-4.451,0.0465,135.431,0.816,Blues,2,3,0
49,0.0108,0.499,440200,0.366,0.00208,0.0851,-9.566,0.0441,144.563,0.418,Blues,1,8,0
43,0.411,0.331,219613,0.845,0.000412,0.124,-7.55,0.0889,76.698,0.525,Blues,2,3,0
24,0.0177,0.581,246000,0.537,1.47e-05,0.0962,-6.036,0.0376,130.577,0.288,Blues,2,0,0
64,0.668,0.678,171027,0.544,9.62e-06,0.103,-9.468,0.0326,122.735,0.963,Blues,2,7,1
53,0.757,0.473,144373,0.421,0.0,0.145,-10.234,0.0558,161.584,0.682,Blues,1,6,1
40,0.399,0.581,299520,0.806,0.000898,0.0761,-6.458,0.0437,184.016,0.758,Blues,2,0,0
28,0.92,0.343,156400,0.187,6.78e-06,0.136,-12.742,0.0366,140.57,0.192,Blues,1,3,0
25,0.409,0.798,241987,0.642,0.00724,0.0957,-6.406,0.0472,109.094,0.965,Blues,2,3,0
34,0.338,0.68,169533,0.542,0.0,0.127,-10.398,0.0336,116.242,0.5,Blues,2,5,0
39,0.409,0.452,319587,0.757,0.344,0.135,-5.41,0.0396,115.546,0.567,Blues,2,9,1
30,0.0137,0.295,360693,0.913,0.0233,0.14,-2.93,0.0685,171.615,0.665,Blues,2,7,0
32,0.0174,0.569,263693,0.878,0.00198,0.0788,-6.234,0.0415,90.756,0.745,Blues,2,10,0
30,0.127,0.264,391560,0.613,0.00757,0.349,-7.092,0.0594,209.627,0.248,Blues,1,8,1
26,0.00313,0.329,528120,0.925,0.76,0.876,-4.458,0.0632,98.146,0.535,Blues,2,8,1
37,0.196,0.356,442627,0.66,0.587,0.0934,-11.451,0.0632,187.837,0.409,Blues,2,10,1
28,0.0227,0.267,317040,0.737,0.0115,0.12,-5.627,0.0507,143.213,0.302,Blues,2,5,0
35,0.0832,0.527,386933,0.68,0.00227,0.154,-7.033,0.028,126.311,0.497,Blues,2,10,0
53,0.736,0.532,177707,0.436,0.0,0.226,-8.459,0.031,119.151,0.52,Blues,1,3,0
36,0.000729,0.518,207947,0.737,0.71,0.378,-6.873,0.0275,92.029,0.302,Blues,2,10,0
31,0.733,0.891,161667,0.416,0.607,0.201,-8.811,0.084,118.545,0.863,Blues,2,3,0
39,0.121,0.521,364925,0.686,0.474,0.577,-5.532,0.046,116.119,0.381,Blues,2,4,1
29,0.00281,0.541,208107,0.904,0.0,0.138,-5.862,0.0501,123.519,0.706,Blues,2,0,0
42,2.32e-05,0.243,190333,0.984,0.00938,0.131,-3.384,0.323,180.979,0.239,Blues,2,1,1
38,0.651,0.632,213933,0.76,0.000328,0.113,-7.747,0.035,110.227,0.747,Blues,2,11,1
21,0.122,0.866,295867,0.637,0.0,0.0727,-6.563,0.0291,95.509,0.9,Blues,2,9,1
33,0.122,0.393,177587,0.766,0.0,0.128,-6.903,0.049,170.943,0.33,Blues,2,8,0
30,0.302,0.668,278933,0.307,4.34e-06,0.0865,-13.955,0.0277,92.646,0.738,Blues,1,5,0
29,0.0167,0.783,293059,0.67,0.000826,0.0842,-5.902,0.0306,105.997,0.965,Blues,2,2,0
29,0.775,0.745,200707,0.57,0.837,0.164,-8.034,0.0256,95.592,0.783,Blues,2,7,0
30,0.81,0.583,174440,0.594,0.0,0.117,-6.373,0.0571,124.306,0.807,Blues,2,10,0
32,0.0275,0.556,194907,0.702,0.024,0.149,-9.66,0.0278,145.31,0.611,Blues,2,7,0
37,0.822,0.751,131027,0.547,0.0,0.16,-8.068,0.0615,125.346,0.784,Blues,2,8,1
20,0.0397,0.32,259349,0.666,0.00192,0.109,-5.904,0.0468,171.765,0.273,Blues,1,11,1
33,0.0197,0.234,357147,0.711,0.000217,0.553,-8.592,0.0316,153.851,0.364,Blues,2,5,0
25,0.00959,0.161,280587,0.873,0.00141,0.711,-5.519,0.0685,158.585,0.727,Blues,1,0,0
27,1.55e-06,0.436,159493,0.962,0.0542,0.059,-5.668,0.119,100.043,0.292,Blues,2,4,0
35,0.631,0.484,158360,0.449,0.000333,0.327,-10.252,0.0355,73.297,0.576,Blues,2,10,0
46,0.182,0.604,218373,0.616,0.00532,0.979,-10.309,0.0444,85.191,0.733,Blues,2,3,0
28,0.0956,0.4,194067,0.829,0.000187,0.0424,-4.242,0.0496,132.994,0.434,Blues,2,0,0
66,0.724,0.754,211880,0.449,0.0,0.162,-14.013,0.0615,82.751,0.973,Blues,2,7,0
39,0.157,0.852,253173,0.909,3.91e-05,0.0881,-4.542,0.0819,108.019,0.66,Blues,2,3,0
25,0.621,0.572,205320,0.384,0.00124,0.0736,-10.043,0.0373,132.605,0.534,Blues,2,8,1
25,0.0115,0.521,216013,0.678,6.77e-06,0.183,-6.678,0.0359,128.207,0.419,Blues,1,10,0
33,0.939,0.344,182160,0.0487,1.5e-06,0.873,-25.922,0.0401,167.889,0.384,Blues,2,0,0
28,0.145,0.845,252347,0.652,0.113,0.128,-7.871,0.0356,105.123,0.965,Blues,2,3,0
33,0.227,0.49,158680,0.651,0.000981,0.13,-12.212,0.0293,81.493,0.718,Blues,2,10,0
35,0.29,0.664,402107,0.723,3.38e-06,0.577,-6.74,0.0375,84.885,0.69,Blues,2,11,0
42,0.752,0.499,164507,0.302,0.0266,0.129,-15.15,0.0495,167.083,0.565,Blues,2,10,0
37,0.308,0.436,310867,0.532,0.00395,0.208,-10.766,0.0476,190.113,0.845,Blues,2,3,0
32,0.885,0.465,222720,0.242,0.337,0.688,-18.087,0.0396,156.672,0.1,Blues,2,9,0
26,0.152,0.431,323520,0.638,0.00264,0.177,-7.138,0.0272,144.051,0.461,Blues,2,0,0
34,0.0995,0.684,157360,0.797,0.000164,0.128,-5.112,0.082,125.452,0.693,Blues,2,5,0
33,0.377,0.519,216347,0.374,0.0,0.0767,-8.878,0.0272,111.336,0.422,Blues,1,3,0
29,0.611,0.497,273667,0.317,0.0,0.786,-18.446,0.0834,75.523,0.3,Blues,2,2,1
51,0.0782,0.525,204640,0.524,0.341,0.094,-14.478,0.0961,93.431,0.858,Blues,2,3,0
35,0.00919,0.326,257773,0.774,0.000979,0.0816,-5.758,0.0376,153.663,0.416,Blues,1,3,0
41,0.00345,0.506,159533,0.584,3.62e-05,0.112,-10.216,0.0332,117.567,0.554,Blues,2,11,0
47,0.017,0.518,232947,0.879,0.429,0.151,-6.644,0.0374,95.403,0.626,Blues,2,9,1
35,0.8,0.606,171187,0.407,0.0,0.232,-9.128,0.243,198.773,0.654,Blues,2,0,0
20,0.0452,0.335,210973,0.822,5.59e-05,0.192,-5.681,0.0885,189.431,0.811,Blues,1,0,1
27,0.726,0.679,282067,0.513,0.0455,0.0627,-8.024,0.0396,100.891,0.885,Blues,2,7,1
46,0.619,0.518,172667,0.622,0.00992,0.513,-8.805,0.0349,95.958,0.601,Blues,2,3,0
46,0.162,0.637,426000,0.583,0.178,0.133,-13.013,0.0296,105.877,0.62,Blues,2,10,0
28,0.682,0.527,207333,0.417,0.000642,0.868,-14.285,0.0416,81.931,0.733,Blues,0,5,0
34,0.395,0.555,299253,0.836,0.0208,0.128,-6.266,0.0663,109.135,0.523,Blues,2,2,1
27,0.0398,0.431,309800,0.882,0.774,0.0847,-7.165,0.0365,109.788,0.664,Blues,2,2,0
26,0.149,0.72,221813,0.852,0.12,0.107,-4.483,0.0286,119.867,0.861,Blues,2,10,0
31,0.548,0.741,139853,0.695,0.113,0.107,-9.09,0.042,113.827,0.918,Blues,2,10,0
31,0.0212,0.371,197493,0.61,0.0673,0.0905,-7.279,0.0356,73.764,0.324,Blues,2,2,1
44,0.917,0.383,208933,0.0248,0.0,0.0778,-15.854,0.0673,85.103,0.237,Blues,1,2,1
34,0.209,0.634,211320,0.726,0.084,0.288,-8.936,0.0392,126.019,0.791,Blues,2,3,0
29,0.132,0.331,396400,0.906,0.0502,0.0376,-10.645,0.0651,145.752,0.799,Blues,2,8,0
26,0.952,0.539,102733,0.195,4.77e-05,0.134,-14.595,0.0568,96.271,0.239,Blues,0,5,0
37,0.00222,0.579,165482,0.72,0.000796,0.1,-6.692,0.0556,132.913,0.644,Blues,2,9,1
30,0.703,0.487,235280,0.658,0.0396,0.0829,-11.856,0.0342,102.435,0.793,Blues,2,5,0
49,0.0157,0.629,180973,0.857,0.00396,0.755,-7.059,0.0705,116.254,0.528,Blues,2,0,0
29,0.0307,0.563,206187,0.944,0.0,0.0746,-5.002,0.0745,129.895,0.371,Blues,2,6,0
27,0.0045,0.315,546533,0.907,0.513,0.168,-4.501,0.0518,134.333,0.324,Blues,2,0,0
35,0.405,0.527,350840,0.376,0.000253,0.135,-9.901,0.0299,134.864,0.342,Blues,2,10,0
33,0.159,0.526,257853,0.646,0.0,0.1,-4.113,0.0351,147.675,0.473,Blues,2,4,0
37,0.302,0.846,319240,0.507,0.0293,0.513,-11.352,0.0396,97.944,0.736,Blues,2,4,1
37,0.0947,0.598,254133,0.763,0.00764,0.356,-6.629,0.0249,87.994,0.338,Blues,2,3,0
31,0.675,0.615,138320,0.186,0.0,0.194,-12.382,0.0508,73.007,0.749,Blues,2,3,1
56,0.283,0.494,403333,0.503,0.00999,0.081,-7.576,0.0274,136.655,0.556,Blues,2,1,0
34,0.00134,0.639,247067,0.864,0.000108,0.121,-4.062,0.256,178.11,0.685,Blues,2,5,0
57,0.177,0.676,256344,0.747,0.0,0.221,-4.639,0.0342,106.021,0.449,Blues,2,7,1
30,0.000509,0.319,337637,0.905,2.88e-05,0.358,-7.232,0.099,128.241,0.234,Blues,1,7,1
42,0.304,0.77,355853,0.383,0.00292,0.0652,-9.338,0.0355,75.91,0.568,Blues,2,8,0
35,0.00891,0.415,171333,0.85,0.000695,0.12,-4.744,0.0919,177.726,0.264,Blues,2,5,0
33,0.749,0.476,258851,0.513,2.08e-05,0.103,-10.599,0.0283,144.438,0.539,Blues,2,11,0
37,0.56,0.746,236067,0.453,1.88e-06,0.307,-10.821,0.0446,95.356,0.772,Blues,2,0,0
34,0.102,0.308,392893,0.59,0.371,0.112,-11.703,0.0345,145.758,0.496,Blues,2,5,0
31,0.879,0.607,177907,0.159,0.0215,0.182,-12.223,0.0326,162.005,0.662,Blues,1,4,0
59,0.428,0.74,177000,0.301,0.0,0.0782,-11.975,0.0467,113.61,0.669,Blues,2,11,0
26,0.911,0.55,228587,0.321,0.433,0.0837,-13.219,0.031,88.434,0.533,Blues,2,7,0
27,0.472,0.551,337373,0.394,1.32e-06,0.225,-13.616,0.0423,78.053,0.625,Blues,2,6,0
36,0.23,0.284,407653,0.306,0.0971,0.113,-11.771,0.0313,123.618,0.0611,Blues,1,10,0
34,0.676,0.463,155320,0.476,0.0,0.156,-7.109,0.0356,153.964,0.611,Blues,1,0,0
46,0.000596,0.224,132760,0.925,1.35e-06,0.0663,-1.71,0.0834,138.022,0.378,Blues,2,2,1
37,0.101,0.552,332733,0.422,0.0176,0.0858,-14.116,0.026,143.221,0.529,Blues,2,2,0
47,0.499,0.761,141733,0.425,2.02e-06,0.0596,-12.941,0.211,88.275,0.879,Blues,2,11,0
36,0.0191,0.305,146360,0.739,0.301,0.327,-9.905,0.0484,92.461,0.225,Blues,2,0,0
29,0.352,0.571,166800,0.542,0.0,0.113,-6.436,0.0419,112.974,0.372,Blues,2,7,0
37,0.249,0.623,269816,0.552,0.00175,0.193,-7.657,0.0727,120.582,0.789,Blues,2,5,0
39,0.803,0.785,131800,0.436,1.06e-06,0.145,-8.256,0.0412,97.613,0.814,Blues,2,11,1
31,0.871,0.303,137000,0.302,0.0,0.176,-9.234,0.0339,72.455,0.347,Blues,2,10,0
42,0.291,0.437,193445,0.613,0.0,0.0536,-3.542,0.0519,131.621,0.709,Blues,2,4,0
24,0.467,0.374,353000,0.411,0.0124,0.138,-7.638,0.0272,147.039,0.145,Blues,1,2,0
34,0.556,0.504,194707,0.415,0.0596,0.0985,-13.771,0.0346,79.827,0.425,Blues,2,10,1
33,0.0787,0.592,388387,0.774,0.406,0.161,-8.117,0.152,105.343,0.686,Blues,2,5,0
28,0.966,0.644,162733,0.257,0.00898,0.15,-14.902,0.0426,129.973,0.803,Blues,2,5,1
28,0.135,0.456,437667,0.538,0.0,0.238,-10.485,0.0352,100.356,0.306,Blues,1,3,0
48,0.704,0.604,130893,0.591,0.0,0.47,-6.874,0.0614,140.558,0.829,Blues,2,11,1
32,0.0101,0.362,270533,0.849,0.124,0.426,-10.002,0.119,179.101,0.687,Blues,2,2,0
27,0.249,0.408,242360,0.543,2.8e-05,0.0843,-7.904,0.0273,93.486,0.165,Blues,2,0,0
18,0.977,0.674,190404,0.245,0.0614,0.28,-13.214,0.0504,98.161,0.522,Blues,2,11,0
31,0.671,0.783,150693,0.206,0.0,0.035,-15.853,0.308,137.182,0.604,Blues,2,4,0
39,0.073,0.431,357093,0.69,0.06,0.293,-7.42,0.0338,148.335,0.192,Blues,2,10,0
39,0.267,0.632,246640,0.565,0.0,0.0816,-9.948,0.0328,90.79,0.462,Blues,2,0,1
37,0.00375,0.586,356400,0.781,3.41e-05,0.133,-5.877,0.252,128.972,0.265,Blues,2,11,0
39,0.2,0.308,265027,0.541,0.000728,0.313,-11.815,0.0607,206.617,0.693,Blues,2,3,1
27,0.0356,0.394,318627,0.986,0.856,0.914,-4.212,0.172,182.158,0.133,Blues,2,7,1
34,0.0103,0.262,177920,0.894,0.178,0.218,-3.596,0.205,177.512,0.269,Blues,2,10,0
42,0.0244,0.537,227293,0.702,0.0505,0.21,-10.973,0.033,146.208,0.954,Blues,2,3,0
28,0.0893,0.48,348079,0.546,0.111,0.0865,-10.831,0.0364,82.207,0.0561,Blues,2,0,0
38,0.355,0.583,164107,0.841,1.02e-05,0.157,-4.232,0.21,116.896,0.866,Blues,2,5,0
31,0.919,0.436,149331,0.0561,0.0,0.181,-19.922,0.046,103.882,0.189,Blues,1,9,1
27,0.729,0.673,286027,0.445,9.01e-05,0.314,-10.976,0.0455,105.791,0.772,Blues,2,11,0
35,0.0194,0.477,279413,0.711,0.000955,0.081,-13.03,0.0492,167.085,0.682,Blues,2,7,1
31,0.127,0.755,193200,0.279,0.0,0.114,-11.238,0.0315,99.904,0.26,Blues,2,0,1
19,0.0443,0.838,242720,0.753,0.0,0.0776,-5.74,0.0516,100.015,0.963,Blues,2,8,0
35,0.567,0.684,223283,0.565,0.601,0.129,-8.739,0.0289,89.997,0.355,Blues,2,10,0
35,0.41,0.484,206360,0.772,0.0,0.148,-7.668,0.0782,116.858,0.667,Blues,2,5,0
25,0.761,0.427,171733,0.382,7e-05,0.0926,-8.365,0.0351,175.743,0.754,Blues,1,1,0
62,0.262,0.661,143400,0.557,0.0,0.0557,-8.244,0.049,125.445,0.957,Blues,2,7,0
30,0.00377,0.494,235107,0.811,0.00374,0.309,-6.396,0.0743,126.88,0.549,Blues,2,5,0
35,0.437,0.62,184000,0.611,0.0288,0.118,-10.708,0.0275,93.119,0.689,Blues,2,5,0
30,0.136,0.709,399053,0.703,0.0,0.15,-6.615,0.0351,84.679,0.691,Blues,2,10,1
31,0.00696,0.162,205440,0.91,0.0664,0.304,-3.679,0.0641,68.137,0.523,Blues,2,5,0
35,0.006,0.278,278500,0.876,0.0827,0.138,-7.281,0.0934,92.4,0.293,Blues,2,5,0
27,0.193,0.189,138413,0.997,0.0472,0.193,-8.196,0.119,186.337,0.084,Blues,2,7,0
40,0.00295,0.252,259987,0.971,5.04e-05,0.528,-5.597,0.1,137.497,0.305,Blues,2,1,1
33,0.00171,0.275,196286,0.567,0.22,0.133,-5.692,0.0374,82.001,0.542,Blues,2,7,0
24,0.0167,0.65,340745,0.694,0.000203,0.401,-6.789,0.0381,148.541,0.852,Blues,2,11,0
41,0.00376,0.459,263733,0.829,2.49e-06,0.11,-9.974,0.0662,146.843,0.404,Blues,2,5,0
33,0.00584,0.531,198763,0.848,1.63e-06,0.0955,-6.931,0.0645,114.021,0.411,Blues,2,1,0
46,0.262,0.427,217120,0.576,0.000482,0.241,-7.282,0.0288,151.937,0.401,Blues,2,0,0
48,0.000532,0.434,258800,0.938,0.0118,0.11,-7.924,0.0533,147.472,0.717,Blues,2,10,0
39,0.0137,0.42,233026,0.656,7.3e-06,0.297,-4.752,0.0397,76.979,0.441,Blues,2,3,0
27,7.57e-05,0.278,236547,0.753,0.0129,0.18,-4.63,0.0457,145.62,0.506,Blues,2,5,0
31,0.703,0.484,200267,0.251,0.928,0.16,-13.068,0.0269,82.613,0.18,Blues,1,10,1
43,0.00108,0.326,241200,0.673,0.00621,0.255,-7.81,0.0348,96.868,0.1,Blues,2,4,0
24,0.582,0.468,236707,0.42,7.48e-05,0.107,-9.048,0.0329,202.198,0.531,Blues,1,1,0
32,0.0112,0.308,469773,0.876,0.126,0.19,-5.417,0.111,153.616,0.358,Blues,2,5,0
38,0.0719,0.603,177120,0.74,0.0364,0.146,-6.424,0.034,76.49,0.479,Blues,2,3,0
56,0.671,0.555,158253,0.377,0.0,0.128,-9.123,0.0295,78.986,0.619,Blues,2,4,0
36,0.804,0.459,201693,0.774,0.0119,0.107,-4.267,0.0548,109.848,0.752,Blues,2,6,1
54,0.479,0.705,242520,0.354,0.0,0.0734,-9.592,0.29,119.789,0.376,Blues,1,9,0
26,0.000669,0.363,210907,0.888,0.0643,0.0592,-6.327,0.0616,136.536,0.511,Blues,2,8,1
44,0.0299,0.393,492067,0.604,0.0265,0.08,-8.368,0.0395,137.997,0.304,Blues,2,0,1
26,0.0176,0.381,346693,0.742,0.00256,0.0899,-5.466,0.0432,118.394,0.614,Blues,1,2,1
36,0.51,0.422,184653,0.749,0.053,0.224,-6.105,0.0448,122.017,0.386,Blues,2,5,0
23,0.299,0.525,494200,0.701,0.242,0.849,-9.881,0.039,135.708,0.691,Blues,2,8,0
45,0.651,0.379,433200,0.279,0.0595,0.0823,-11.842,0.0429,150.761,0.139,Blues,1,5,1
26,0.274,0.682,341080,0.366,0.0,0.174,-9.859,0.0297,80.477,0.387,Blues,1,10,0
28,0.00801,0.588,286840,0.931,0.000151,0.388,-6.616,0.0568,102.754,0.549,Blues,2,4,1
27,0.28,0.524,306867,0.2,0.0845,0.687,-18.199,0.0391,126.048,0.609,Blues,2,3,0
33,0.152,0.567,260040,0.978,0.000209,0.426,-4.651,0.406,171.764,0.841,Blues,2,9,0
41,0.000326,0.452,155200,0.897,4.19e-05,0.175,-8.763,0.0754,120.849,0.617,Blues,2,7,1
22,0.905,0.46,196867,0.15,0.00101,0.0812,-16.626,0.0343,91.9,0.319,Blues,1,4,0
35,0.883,0.747,253707,0.193,0.0004,0.181,-11.293,0.0432,123.847,0.256,Blues,1,10,0
52,0.767,0.486,152200,0.501,7.6e-05,0.0679,-8.57,0.0326,122.894,0.942,Blues,2,7,0
31,0.543,0.504,274307,0.367,1.76e-05,0.189,-6.181,0.0268,70.174,0.259,Blues,2,5,0
27,0.000934,0.473,214000,0.729,0.56,0.124,-8.626,0.0696,127.163,0.762,Blues,2,0,1
46,0.188,0.573,229826,0.747,8.16e-05,0.316,-5.267,0.0378,127.971,0.373,Blues,2,3,0
29,0.000257,0.366,314547,0.965,0.00137,0.654,-3.478,0.0373,112.288,0.664,Blues,2,3,0
31,0.648,0.519,374320,0.895,0.00799,0.943,-6.001,0.0723,118.022,0.526,Blues,2,7,0
31,0.09,0.402,61800,0.382,0.0,0.911,-12.439,0.0513,71.637,0.469,Blues,2,10,0
26,0.107,0.641,253653,0.766,0.000522,0.332,-5.899,0.147,160.798,0.949,Blues,2,8,1
41,0.995,0.615,188447,0.255,0.0123,0.169,-14.599,0.0618,181.12,0.69,Blues,2,10,1
31,0.515,0.56,190747,0.792,0.00944,0.106,-4.388,0.0285,72.01,0.343,Blues,2,11,1
39,0.122,0.622,189707,0.802,0.000759,0.128,-5.93,0.0309,119.93,0.792,Blues,2,3,0
28,0.0398,0.532,310360,0.377,0.0364,0.0998,-11.323,0.0404,81.475,0.654,Blues,1,6,0
42,0.531,0.565,161880,0.629,0.000302,0.11,-4.226,0.026,74.843,0.725,Blues,2,7,1
51,0.557,0.512,293800,0.833,2.98e-05,0.31,-8.697,0.0448,101.188,0.519,Blues,2,4,1
38,0.00444,0.349,234547,0.921,0.875,0.0579,-4.826,0.12,111.317,0.424,Blues,2,0,0
23,0.00451,0.632,196369,0.829,0.000257,0.239,-6.673,0.0552,119.129,0.325,Blues,2,5,1
33,0.234,0.588,228067,0.683,1.31e-05,0.249,-6.843,0.0398,123.954,0.596,Blues,2,2,1
29,0.0609,0.413,243373,0.987,0.458,0.176,-6.823,0.0786,114.403,0.782,Blues,2,3,0
29,0.0267,0.493,452533,0.772,0.0173,0.984,-12.981,0.05,134.715,0.859,Blues,2,10,0
36,0.0107,0.658,215933,0.612,0.0052,0.51,-7.603,0.029,110.008,0.599,Blues,2,11,0
37,0.346,0.557,176253,0.356,0.024,0.109,-11.589,0.0306,59.562,0.312,Blues,2,3,0
39,0.663,0.683,232800,0.296,4.47e-06,0.082,-15.301,0.0341,97.363,0.826,Blues,2,10,0
33,0.00149,0.553,176651,0.761,0.00205,0.067,-6.067,0.048,94.937,0.573,Blues,2,3,0
34,0.772,0.752,155520,0.494,0.0,0.138,-6.641,0.194,72.921,0.626,Blues,2,6,0
43,0.772,0.569,191373,0.621,0.000878,0.105,-9.879,0.0546,149.03,0.634,Blues,2,1,0
31,0.245,0.438,259860,0.537,0.131,0.163,-10.676,0.0329,73.122,0.403,Blues,2,3,0
52,0.818,0.654,251600,0.309,0.0,0.315,-13.485,0.168,123.251,0.599,Blues,2,6,0
42,0.0129,0.33,319533,0.744,0.0142,0.0815,-4.362,0.0316,95.823,0.149,Blues,2,10,0
35,0.0628,0.466,265240,0.563,0.000199,0.139,-8.52,0.0332,155.23,0.359,Blues,2,7,0
28,0.887,0.461,444040,0.14,0.111,0.727,-22.354,0.046,138.064,0.295,Blues,1,2,1
37,0.664,0.516,167227,0.493,0.0,0.267,-8.187,0.0791,77.439,0.599,Blues,2,4,0
33,0.823,0.403,188733,0.283,1.91e-06,0.699,-16.359,0.0563,178.111,0.889,Blues,2,7,0
57,0.00977,0.391,210851,0.8,3.08e-06,0.329,-2.761,0.0523,83.81,0.398,Blues,2,5,0
35,0.0582,0.578,288467,0.519,0.178,0.0777,-7.79,0.027,115.431,0.557,Blues,2,5,0
48,0.0277,0.403,255613,0.763,0.00985,0.148,-6.727,0.118,82.812,0.455,Blues,2,11,0
37,0.102,0.661,211626,0.729,2.04e-05,0.0578,-5.561,0.0486,103.971,0.719,Blues,2,1,1
31,0.0159,0.434,289863,0.676,0.0089,0.288,-5.537,0.0347,120.126,0.136,Blues,2,10,0
54,0.926,0.382,230013,0.33,0.000578,0.0744,-6.182,0.0435,181.455,0.3,Blues,1,0,0
29,0.516,0.5,258827,0.457,0.0229,0.122,-11.934,0.033,112.946,0.444,Blues,1,4,0
26,0.0275,0.544,384773,0.895,0.0128,0.144,-5.001,0.0535,153.049,0.84,Blues,2,5,0
52,0.127,0.615,216107,0.782,0.00165,0.078,-4.683,0.0346,105.736,0.902,Blues,2,0,0
58,0.87,0.385,198867,0.281,0.0,0.267,-9.567,0.0287,81.416,0.47,Blues,1,5,1
30,0.000692,0.408,209200,0.931,0.171,0.0694,-6.16,0.0525,177.006,0.562,Blues,2,3,0
34,0.203,0.496,333400,0.654,0.0609,0.153,-8.628,0.113,78.213,0.29,Blues,2,1,0
31,0.677,0.473,319693,0.257,0.000465,0.407,-15.824,0.15,171.889,0.463,Blues,1,0,1
38,0.865,0.803,259160,0.288,0.0593,0.0833,-15.418,0.0629,115.685,0.865,Blues,2,10,1
32,0.17,0.544,356427,0.663,0.0239,0.373,-8.429,0.0439,160.11,0.655,Blues,1,0,0
33,0.000776,0.73,278680,0.592,1.53e-06,0.0361,-7.864,0.0412,97.998,0.938,Blues,2,10,0
29,0.979,0.61,182253,0.155,0.00581,0.133,-17.556,0.0581,94.128,0.656,Blues,2,5,0
23,0.158,0.595,268400,0.845,0.391,0.137,-8.29,0.0434,91.718,0.931,Blues,2,8,0
54,0.00057,0.264,390579,0.882,0.111,0.283,-4.362,0.0795,85.508,0.766,Blues,2,10,0
31,0.247,0.674,220667,0.629,0.0,0.0835,-8.708,0.0717,89.057,0.626,Blues,2,2,1
29,0.4,0.494,269600,0.729,0.00938,0.173,-11.616,0.0284,99.671,0.818,Blues,2,8,1
35,0.0149,0.701,205720,0.63,0.914,0.247,-7.354,0.0334,116.241,0.675,Blues,2,9,0
55,0.0241,0.493,315400,0.376,0.792,0.102,-15.045,0.0435,86.47,0.419,Blues,2,7,0
43,0.000468,0.381,193106,0.966,0.00343,0.236,-4.786,0.0859,96.217,0.303,Blues,2,10,0
58,0.000973,0.647,217493,0.71,0.703,0.0777,-4.692,0.029,110.059,0.268,Blues,2,3,0
34,0.00835,0.445,201467,0.717,0.009,0.437,-8.012,0.0297,140.891,0.443,Blues,2,10,0
28,0.711,0.736,135933,0.395,0.619,0.106,-10.004,0.0351,132.297,0.919,Blues,2,0,0
27,0.0586,0.286,273721,0.838,6.86e-06,0.0543,-3.326,0.145,149.136,0.496,Blues,2,2,1
29,0.915,0.513,339600,0.0528,0.000958,0.0929,-18.164,0.0395,117.95,0.45,Blues,1,8,0
29,0.263,0.637,294533,0.595,0.0169,0.399,-7.642,0.0334,111.942,0.454,Blues,2,5,1
36,0.83,0.684,145027,0.0913,1.78e-05,0.118,-16.21,0.0707,131.178,0.34,Blues,2,9,0
32,0.182,0.544,198360,0.77,0.0,0.194,-9.201,0.036,100.451,0.812,Blues,2,10,0
35,0.368,0.376,139533,0.504,1.72e-06,0.162,-9.454,0.0372,140.794,0.625,Blues,2,3,0
29,0.00664,0.601,220330,0.711,0.0965,0.114,-6.69,0.05,160.05,0.294,Blues,2,7,0
24,0.188,0.601,259880,0.634,6.69e-06,0.111,-5.397,0.0313,102.624,0.523,Blues,2,8,0
32,0.688,0.461,152440,0.757,1.98e-06,0.363,-4.169,0.32,197.012,0.842,Blues,1,2,1
32,0.794,0.501,219240,0.446,0.000711,0.0978,-8.673,0.0507,175.251,0.356,Blues,1,10,0
21,0.000262,0.361,146653,0.933,0.719,0.0865,-3.715,0.0481,124.602,0.393,Blues,2,0,0
46,0.924,0.363,171978,0.321,0.00211,0.784,-10.015,0.0297,110.973,0.374,Blues,1,10,0
26,0.0076,0.627,297667,0.538,0.00279,0.132,-9.094,0.0344,106.691,0.352,Blues,1,8,1
25,0.942,0.578,210640,0.318,0.604,0.109,-15.665,0.0344,121.965,0.507,Blues,2,8,0
34,0.182,0.378,210293,0.706,6.24e-05,0.26,-6.126,0.0472,137.391,0.499,Blues,2,3,0
36,0.246,0.334,227800,0.452,1.62e-05,0.954,-13.456,0.0478,169.043,0.504,Blues,2,10,0
27,0.192,0.407,278707,0.675,0.0278,0.14,-8.171,0.0781,86.99,0.57,Blues,2,4,1
34,0.12,0.721,260760,0.546,0.000306,0.0861,-10.951,0.0391,86.921,0.951,Blues,2,10,0
